iter	Passed	Remaining
1434	901	3208
1435	902	3207
1436	902	3207
1437	903	3206
1438	903	3205
1439	904	3204
1440	905	3204
1441	905	3203
1442	906	3202
1443	906	3202
1444	907	3201
1445	908	3200
1446	908	3200
1447	909	3199
1448	910	3198
1449	910	3198
1450	911	3197
1451	911	3196
1452	912	3196
1453	913	3195
1454	913	3194
1455	914	3194
1456	915	3193
1457	915	3192
1458	916	3192
1459	916	3191
1460	917	3190
1461	918	3190
1462	918	3189
1463	919	3188
1464	919	3188
1465	920	3187
1466	921	3186
1467	921	3186
1468	922	3185
1469	922	3184
1470	923	3183
1471	924	3183
1472	924	3182
1473	925	3181
1474	925	3180
1475	926	3180
1476	927	3179
1477	927	3178
1478	928	3177
1479	928	3177
1480	929	3176
1481	930	3175
1482	930	3175
1483	931	3174
1484	932	3173
1485	932	3173
1486	933	3172
1487	933	3171
1488	934	3171
1489	935	3170
1490	935	3169
1491	936	3169
1492	937	3168
1493	937	3168
1494	938	3168
1495	939	3168
1496	940	3167
1497	940	3167
1498	941	3167
1499	942	3167
1500	943	3169
1501	944	3170
1502	945	3171
1503	946	3172
1504	947	3171
1505	948	3171
1506	949	3171
1507	950	3171
1508	950	3170
1509	951	3170
1510	952	3170
1511	952	3169
1512	953	3169
1513	954	3169
1514	954	3168
1515	955	3168
1516	956	3168
1517	957	3167
1518	957	3167
1519	958	3167
1520	959	3166
1521	960	3166
1522	960	3166
1523	961	3165
1524	962	3165
1525	962	3165
1526	963	3165
1527	965	3167
1528	966	3169
1529	968	3173
1530	970	3175
1531	971	3176
1532	972	3177
1533	973	3178
1534	974	3179
1535	975	3179
1536	976	3179
1537	977	3179
1538	978	3180
1539	979	3181
1540	980	3181
1541	981	3181
1542	982	3182
1543	982	3181
1544	983	3181
1545	984	3181
1546	985	3181
1547	985	3180
1548	986	3180
1549	987	3180
1550	988	3180
1551	988	3179
1552	989	3179
1553	990	3179
1554	991	3178
1555	991	3178
1556	992	3178
1557	993	3177
1558	994	3177
1559	994	3177
1560	995	3176
1561	996	3176
1562	997	3176
1563	997	3175
1564	998	3175
1565	999	3174
1566	999	3174
1567	1000	3174
1568	1001	3173
1569	1002	3173
1570	1002	3173
1571	1003	3172
1572	1004	3172
1573	1004	3172
1574	1005	3171
1575	1006	3171
1576	1007	3170
1577	1007	3170
1578	1008	3169
1579	1009	3169
1580	1009	3168
1581	1011	3170
1582	1011	3169
1583	1012	3169
1584	1013	3168
1585	1013	3168
1586	1014	3168
1587	1015	3167
1588	1016	3167
1589	1016	3166
1590	1017	3166
1591	1018	3165
1592	1018	3165
1593	1019	3164
1594	1020	3164
1595	1020	3163
1596	1021	3163
1597	1022	3162
1598	1023	3162
1599	1023	3161
1600	1024	3161
1601	1025	3160
1602	1025	3160
1603	1026	3160
1604	1027	3159
1605	1028	3159
1606	1028	3158
1607	1029	3158
1608	1029	3157
1609	1030	3157
1610	1031	3156
1611	1032	3156
1612	1032	3155
1613	1033	3155
1614	1034	3154
1615	1034	3154
1616	1035	3153
1617	1036	3153
1618	1036	3152
1619	1037	3152
1620	1038	3151
1621	1039	3151
1622	1039	3151
1623	1040	3150
1624	1041	3150
1625	1042	3150
1626	1042	3150
1627	1043	3149
1628	1044	3149
1629	1044	3148
1630	1045	3148
1631	1046	3147
1632	1046	3147
1633	1047	3146
1634	1048	3146
1635	1049	3145
1636	1049	3145
1637	1050	3145
1638	1051	3144
1639	1051	3144
1640	1052	3143
1641	1053	3143
1642	1054	3142
1643	1054	3142
1644	1055	3142
1645	1056	3141
1646	1056	3140
1647	1057	3140
1648	1058	3140
1649	1058	3139
1650	1059	3139
1651	1060	3138
1652	1060	3138
1653	1061	3137
1654	1062	3136
1655	1062	3136
1656	1063	3135
1657	1064	3135
1658	1064	3134
1659	1065	3134
1660	1066	3133
1661	1067	3133
1662	1067	3132
1663	1068	3131
1664	1068	3131
1665	1069	3130
1666	1070	3130
1667	1070	3129
1668	1071	3129
1669	1072	3128
1670	1073	3127
1671	1073	3127
1672	1074	3126
1673	1074	3125
1674	1075	3125
1675	1076	3124
1676	1076	3123
1677	1077	3123
1678	1078	3122
1679	1078	3121
1680	1079	3120
1681	1079	3120
1682	1080	3119
1683	1081	3119
1684	1081	3118
1685	1082	3117
1686	1083	3116
1687	1083	3116
1688	1084	3115
1689	1084	3114
1690	1085	3113
1691	1085	3112
1692	1086	3111
1693	1087	3111
1694	1087	3110
1695	1088	3109
1696	1089	3109
1697	1089	3108
1698	1090	3107
1699	1090	3107
1700	1091	3106
1701	1092	3105
1702	1092	3104
1703	1093	3104
1704	1093	3103
1705	1094	3102
1706	1094	3101
1707	1095	3100
1708	1096	3099
1709	1096	3099
1710	1097	3098
1711	1098	3097
1712	1098	3097
1713	1099	3096
1714	1099	3095
1715	1100	3095
1716	1101	3094
1717	1101	3093
1718	1102	3092
1719	1102	3092
1720	1103	3091
1721	1104	3090
1722	1104	3089
1723	1105	3089
1724	1105	3088
1725	1106	3087
1726	1106	3086
1727	1107	3085
1728	1108	3084
1729	1108	3083
1730	1109	3083
1731	1109	3082
1732	1110	3081
1733	1111	3080
1734	1111	3080
1735	1112	3079
1736	1112	3078
1737	1113	3077
1738	1114	3077
1739	1114	3076
1740	1115	3075
1741	1115	3075
1742	1116	3074
1743	1117	3073
1744	1117	3072
1745	1118	3072
1746	1119	3071
1747	1119	3070
1748	1120	3069
1749	1120	3069
1750	1121	3068
1751	1122	3067
1752	1122	3067
1753	1123	3066
1754	1123	3065
1755	1124	3064
1756	1125	3064
1757	1125	3063
1758	1126	3062
1759	1126	3061
1760	1127	3061
1761	1128	3060
1762	1128	3059
1763	1129	3059
1764	1129	3058
1765	1130	3058
1766	1131	3058
1767	1132	3057
1768	1133	3057
1769	1134	3057
1770	1135	3057
1771	1135	3057
1772	1136	3057
1773	1137	3056
1774	1138	3056
1775	1138	3055
1776	1139	3055
1777	1140	3054
1778	1140	3054
1779	1141	3053
1780	1142	3053
1781	1142	3052
1782	1143	3052
1783	1144	3051
1784	1144	3051
1785	1145	3050
1786	1146	3050
1787	1147	3049
1788	1147	3049
1789	1148	3048
1790	1149	3048
1791	1149	3048
1792	1150	3048
1793	1151	3047
1794	1152	3047
1795	1153	3047
1796	1154	3047
1797	1154	3046
1798	1155	3046
1799	1156	3045
1800	1156	3045
1801	1157	3044
1802	1158	3044
1803	1158	3043
1804	1159	3043
1805	1160	3042
1806	1161	3042
1807	1161	3041
1808	1162	3041
1809	1162	3040
1810	1163	3039
1811	1164	3039
1812	1164	3038
1813	1165	3038
1814	1166	3037
1815	1167	3037
1816	1167	3036
1817	1168	3036
1818	1169	3035
1819	1169	3034
1820	1170	3034
1821	1171	3033
1822	1171	3033
1823	1172	3032
1824	1173	3032
1825	1173	3031
1826	1174	3031
1827	1175	3030
1828	1175	3029
1829	1176	3029
1830	1177	3028
1831	1177	3028
1832	1178	3027
1833	1179	3026
1834	1179	3026
1835	1180	3025
1836	1180	3024
1837	1181	3024
